XML Filename,id,Comment,English Value
DrfSelect.xml,ds-manual-det-desc,,"Detector efficiency defined by a mathematical formula, given the energy x;
     or you can enter the coefficients for the standard equation form. Click the question mark icon for more info.
  "
DrfSelect.xml,ds-manual-det-name-label,,Detector name 
DrfSelect.xml,ds-manual-det-name-empty-txt,,Unique Detector Name
DrfSelect.xml,ds-manual-function-label,,Efficiency f(x) = 
DrfSelect.xml,ds-tt-manual-energy-unit,,Energy unit for efficiency formula
DrfSelect.xml,ds-tt-manual-desc,,Description of this detector response
DrfSelect.xml,ds-manual-det-diam-label,,Detector diam.
DrfSelect.xml,ds-energy-range,,Energy Range
DrfSelect.xml,ds-(optional),,(optional)
DrfSelect.xml,ds-min.,,Min.
DrfSelect.xml,ds-max.,,Max.
DrfSelect.xml,ds-intrinsic-eff,,Intrinsic Efficiency
DrfSelect.xml,ds-abs-eff,,Absolute Efficiency
DrfSelect.xml,ds-fixed-geom-total,,Fixed Geometry - total activity
DrfSelect.xml,ds-fixed-geom-cm2,,Fixed Geometry - activity per cm²
DrfSelect.xml,ds-fixed-geom-m2,,Fixed Geometry - activity per m²
DrfSelect.xml,ds-fixed-geom-gram,,Fixed Geometry - activity per gram
DrfSelect.xml,ds-tt-manual-drf-type,,"How this efficiency should be interpreted.<br />
    <br />
    Intrinsic Efficiency: the probability for a x-ray or gamma striking the
    face of the detector, to register a full-energy detection event.<br />
    <br />
    Absolute Efficiency: the probability for a x-ray or gamma from the source
    to register a full-energy detection event, with it being appropriate to
    allow scaling this efficiency by 1/r2 to other distances (i.g., is for a point-source).<br />
    <br />
    Fixed Geometry - total activity: the probability for a x-ray or gamma from the source
    to register a full-energy detection event, and it is not appropriate to allow scaling this
    efficiency to other distances (e.g., for a near, or large extended source).<br />
    <br />
    Fixed Geometry - activity per cm2: similar to total activity, but the efficiency curve
    represents efficiency per decay, per square centimeter (i.e., surface contamination).<br />
    <br />
    Fixed Geometry - activity per m2: similar to per cm2, but for per square meter.<br />
    <br />
    Fixed Geometry - activity per g: similar to per cm2, but for per gram of source.
  "
DrfSelect.xml,ds-dist-label,,Dist:
DrfSelect.xml,ds-set-btn,,Set
DrfSelect.xml,ds-last-used,,Last Used
DrfSelect.xml,ds-det-type-filter-all,,All
DrfSelect.xml,ds-det-type-filter-uploaded,,Uploaded
DrfSelect.xml,ds-det-type-filter-formula,,Entered Formula
DrfSelect.xml,ds-det-type-filter-data,,Made From Data
DrfSelect.xml,ds-det-type-filter-N42,,Included In N42 File
DrfSelect.xml,ds-show-label,,Show:
DrfSelect.xml,ds-mi-gadras,,GADRAS
DrfSelect.xml,ds-mi-rel-eff,,Rel. Eff.
DrfSelect.xml,ds-mi-import,,Import
DrfSelect.xml,ds-mi-formula,,Formula
DrfSelect.xml,ds-mi-previous,,Previous
DrfSelect.xml,ds-use-for-serialnum-cb,,Use as default DRF for SN '{1}'
DrfSelect.xml,ds-use-for-model-cb,,Use as default DRF for model '{1}'
DrfSelect.xml,ds-no-drf-loaded,,No DRF loaded
DrfSelect.xml,ds-no-det-btn,,No Detector
DrfSelect.xml,ds-fit-fwhm-btn,,Fit FWHM...
DrfSelect.xml,ds-tt-cancel,,"Remove all changes or selections made by this dialog, and close the dialog."
DrfSelect.xml,ds-tt-accept,,Accept all changes/selections made and close dialog.
DrfSelect.xml,ds-use-det-btn,,Use Detector
DrfSelect.xml,ds-use-drf,,Use DRF?
DrfSelect.xml,ds-select-drf,,Select DRF to Use
DrfSelect.xml,ds-drf-desc,,DRF Desc
DrfSelect.xml,ds-save-for-later-cb,,Save for later use?
DrfSelect.xml,ds-err-drf-uri-invalid,,Detector response function URL was invalid.
DrfSelect.xml,ds-err-det-diam-pos,,Detector diameters must be positive
DrfSelect.xml,ds-err-det-dist-pos,,Distance must be positive for absolute efficiencies
DrfSelect.xml,ds-warn-min-max-energy-swapped,,Detector min. energy was greater than max. energy; ignoring energy range.
DrfSelect.xml,ds-need-det-diam,,Need the detectors diameter
ShieldingSelect.xml,,," ss- is short for ShieldingSelect
  "
ShieldingSelect.xml,ss-tt-shield-type-toggle,,Toggle between material and generic shielding
ShieldingSelect.xml,ss-tt-material-name,,"
    You can either enter the name of a pre-defined material or element here
    (clear form text and click arrow on right of form to see all predefined
    options), or you can specify the atomic make up of the material, similar
    to C0.5H0.2Ni0.6, where the numbers are the density in g/cm3 of the
    preceding element in the material, so the example would have a total
    density of 0.5+0.2+0.6=1.3 g/cm3.
    To enter materials with isotopic components, you should single or double
    quote the nuclide, ex: 'U238'0.2'U235'0.8
  "
ShieldingSelect.xml,ss-tt-areal-density,,Areal Density of the shielding in g/cm2
ShieldingSelect.xml,ss-areal-density-empty-txt,,Areal Density
ShieldingSelect.xml,ss-tt-atomic-number,,Atomic Number of the shielding
ShieldingSelect.xml,ss-atomic-number-empty-txt,,Atomic Number
ShieldingSelect.xml,ss-source-for-cb,,"
    When these nuclides are used as sources they are
    treated as uniformly distributed in the material
    (which is assumed spherical), so self attenuation
    and other factors are accounted for.
  "
ShieldingSelect.xml,ss-fit-mass-fractions-cb,,Fit Mass Fractions
ShieldingSelect.xml,ss-thickness,,Thickness
ShieldingSelect.xml,ss-radius,,Radius
ShieldingSelect.xml,ss-radial-thickness,,Radial Thickness
ShieldingSelect.xml,ss-half-length,,Half-Length
ShieldingSelect.xml,ss-length-thickness,,Length Thickness
ShieldingSelect.xml,ss-half-width,,Half-Width
ShieldingSelect.xml,ss-width-thickness,,Width Thickness
ShieldingSelect.xml,ss-half-height,,Half-Height
ShieldingSelect.xml,ss-height-thickness,,Height Thickness
ShieldingSelect.xml,ss-half-depth,,Half-Depth
ShieldingSelect.xml,ss-depth-thickness,,Depth Thickness
ShieldingSelect.xml,ss-tt-fit-mass-frac,,"If mass fractions are fit for, their fractional sum will remain constant in the fit."
ShieldingSelect.xml,ss-fixed-non-src-frac,,Assuming {1}{2}% other {3} isos
ShieldingSelect.xml,ss-fixed,,fixed
ShieldingSelect.xml,ss-generic,,Generic
ShieldingSelect.xml,ss-consists-of-mass-frac,,"consist of (mass fraction, element)"
ShieldingSelect.xml,ss-err-invalid-material,,{1} is not a valid material
ShieldingSelect.xml,ss-invalid-mat,,invalid mat.
ShieldingSourceDisplay.xml,,," This file applies to ShieldingSourceDisplay.cpp
    ssd- is short for ShieldingSourceDisplay, and is basically the GUI component
    sfm- is short for SourceFitModel
    x2g- is short for ShieldingSourceDisplay::Chi2Graphic - e.g., the chart on this page
  "
ShieldingSourceDisplay.xml,ssd-tt-distance,,"
    Distance from center of source to face of detector. Number must be
    followed by units; valid units are: meters, m, cm, mm, km, feet,
    ft, ', in, inches, or "".  You may also add multiple distances,
    such as '3ft 4in', or '3.6E-2 m 12 cm' which are equivalent to
    40inches and 15.6cm respectively.
  "
ShieldingSourceDisplay.xml,ssd-geom-point,,Point/Spherical
ShieldingSourceDisplay.xml,ssd-geom-cyl-end,,Cylindrical: end-on
ShieldingSourceDisplay.xml,ssd-geom-cyl-side,,Cylindrical: side-on
ShieldingSourceDisplay.xml,ssd-rectangular,,Rectangular
ShieldingSourceDisplay.xml,ssd-fixed-geom-notification,,Using fixed geometry DRF
ShieldingSourceDisplay.xml,ssd-tt-shieldings,,"
    Shieldings are treated as shells with the innermost
    shell being the first one you add (the top one in this box), and
    the subsequent shieldings layered around that one.  Any sources
    not attributed as components of shieldings are treated as point
    sources in the center.
  "
ShieldingSourceDisplay.xml,ssd-add-shield-label,,Add Shielding:
ShieldingSourceDisplay.xml,ssd-tt-add-shield,,Choose from a library of predefined common shielding materials.
ShieldingSourceDisplay.xml,ssd-generic-btn,,Generic
ShieldingSourceDisplay.xml,ssd-tt-generic,,Allows you to define and fit for atomic number and areal density.
ShieldingSourceDisplay.xml,ssd-perform-fit-btn,,Perform Model Fit
ShieldingSourceDisplay.xml,ssd-cancel-fit,,Cancel Model Fit
ShieldingSourceDisplay.xml,ssd-mi-calc-log,,Calculation Log
ShieldingSourceDisplay.xml,ssd-mi-import-model,,Import Model...
ShieldingSourceDisplay.xml,ssd-mi-export-model,,Export Model
ShieldingSourceDisplay.xml,ssd-mi-from-db,,Open From Database...
ShieldingSourceDisplay.xml,ssd-mi-save-to-db,,Save To Database...
ShieldingSourceDisplay.xml,ssd-mi-clone-db-entry,,Clone In Database...
ShieldingSourceDisplay.xml,ssd-to-small-for-chart,,(make window taller to show χ<sup>2</sup>)
ShieldingSourceDisplay.xml,ssd-tt-chi2-switch,,"Show the Chi of each peak for the current model on the chart, or the relative peak area multiple between current model and observed peak."
ShieldingSourceDisplay.xml,ssd-cb-all-peaks,,All Peaks
ShieldingSourceDisplay.xml,ssd-multi-iso-per-peak,,Multiple nuclides contribute to peak
ShieldingSourceDisplay.xml,ssd-tt-multi-iso-per-peak,,"Checking this option will allow other nuclides being fit for, other that the one assigned to a peak, to contribute to the expected counts in a observed peak.  This could for instance be useful when fitting for both Ho166m and U235 that both have a peak near 185 keV."
ShieldingSourceDisplay.xml,ssd-cb-atten-for-air,,Attenuate for air
ShieldingSourceDisplay.xml,ssd-tt-atten-for-air,,"When checked attenuation due to air between the source, or outer shielding, and detector will be accounted for in the calculations."
ShieldingSourceDisplay.xml,ssd-cb-sub-back-peaks,,Subtract Background Peaks
ShieldingSourceDisplay.xml,ssd-tt-sub-back-peaks,,This forces the isotopes of a element to all be the same age in the fit.
ShieldingSourceDisplay.xml,ssd-cb-same-el-same-age,,Isotopes of same element same age
ShieldingSourceDisplay.xml,ssd-tt-same-el-same-age,,Enforce isotopes for the same element should all have the same age.
ShieldingSourceDisplay.xml,ssd-cb-corr-for-decay,,Correct for decay during meas.
ShieldingSourceDisplay.xml,ssd-tt-corr-for-decay,,Corrects for decay and in-growth effects that happen during the time the measurement is being taken.  Resulting activities correspond to the start time of the measurement. May take take additional computation time to find solution.
ShieldingSourceDisplay.xml,ssd-tt-geometry,,"Geometry to use for modeling ""trace"" sources, or self-attenuating sources.
    <br />
    <br />
    By default, all sources are point sources at the specified distance from the detector, for all geometries.
    <br />
    However, if you make a nuclide a ""trace"" source (by clicking on a shielding's ⊕ button
    and selecting ""<em>Add Trace Source</em>""), or a self-attenuating source (by selecting the
    <em>Source for:</em>"" checkbox when a shielding has the same element as a nuclide you are
    fitting), then the source isotope will be modeled as distributed throughout the shielding,
    and ray-tracing will be used to account for different attenuations at each location within
    the shielding.
    <br />
    <br />
    To keep things simple, choose ""Point/Spherical"" geometry unless you will perform a fit to a
    ""trace"" or self-attenuating source.
  "
ShieldingSourceDisplay.xml,ssd-phone-tab-source-peaks,,Source Peaks
ShieldingSourceDisplay.xml,ssd-phone-tab-source-isotopes,,Source Isotopes
ShieldingSourceDisplay.xml,ssd-phone-tab-shielding,,Shielding
ShieldingSourceDisplay.xml,ssd-warn-no-back-peaks,,"There are no background peaks defined, not subtracting them"
ShieldingSourceDisplay.xml,ssd-warn-no-back-spec,,"There is no background spectrum loaded, so can not subtract background peak areas from foreground."
ShieldingSourceDisplay.xml,ssd-warn-no-back-peaks-toggle,,"
    The background spectrum does not have any peaks identified. You should load the background spectrum as
    the foreground, identify the peaks to potentially be subtracted, and then switch back to your current
    foreground/background combination.
  "
ShieldingSourceDisplay.xml,ssd-update-dim-to-be-min,,Updated shielding dimension to be a minimum thickness.
ShieldingSourceDisplay.xml,ssd-scaled-shield-to-be-less-dist,,Shielding thicknesses have been scaled to be less then detector distance.
ShieldingSourceDisplay.xml,ssd-err-fit-only-one-an,,You can only fit for the atomic number of one generic shielding at a time.
ShieldingSourceDisplay.xml,ssd-warn-invalid-chi2-for-energy,,"An invalid chi2 was calculated for {1} keV, other results may be invalid"
ShieldingSourceDisplay.xml,ssd-calc-log-window-title,,Calculation Log
ShieldingSourceDisplay.xml,ssd-calc-log-export-txt,,TXT file
ShieldingSourceDisplay.xml,ssd-err-opening-import-model,,Error opening uploaded Source Shielding Fit Model: {1}
ShieldingSourceDisplay.xml,ssd-import-model-window-title,,Import Source Shielding XML Model
ShieldingSourceDisplay.xml,ssd-err-opening-db-model,,Error opening Source Shielding Fit Model from database: {1}
ShieldingSourceDisplay.xml,ssd-err-loading-model,,Unable to load selected model - sorry :(
ShieldingSourceDisplay.xml,ssd-prev-saved-window-title,,Previously Saved Models
ShieldingSourceDisplay.xml,ssd-models-prev-for-fore,,Models Previously used with this foreground:
ShieldingSourceDisplay.xml,ssd-models-prev-saved,,Models you've previously saved:
ShieldingSourceDisplay.xml,ssd-model-desc,,Model Description:
ShieldingSourceDisplay.xml,ssd-cb-allow-del,,Allow delete
ShieldingSourceDisplay.xml,ssd-no-model-in-db,,There are no models in the database for you
ShieldingSourceDisplay.xml,ssd-err-creating-db-browser,,Error creating database model browser
ShieldingSourceDisplay.xml,ssd-save-model-to-db-window-title,,Save Activity/Shielding model to database
ShieldingSourceDisplay.xml,ssd-save-to-db-name,,Enter model name:
ShieldingSourceDisplay.xml,ssd-save-to-db-desc,,Enter model description (optional):
ShieldingSourceDisplay.xml,ssd-must-enter-name,,You must enter a name
ShieldingSourceDisplay.xml,ssd-err-saving-to-db,,Error saving to the database
ShieldingSourceDisplay.xml,ssd-Best,,Best
ShieldingSourceDisplay.xml,ssd-fit-failed,,Fit to model failed
ShieldingSourceDisplay.xml,ssd-using-fit-anyway,,Using fit solution anyway.
ShieldingSourceDisplay.xml,ssd-err-fit-not-performed,,"
    {1}
    <br />
    Fit not performed.
  "
ShieldingSourceDisplay.xml,ssd-err-before-fit,,"
    {1}
    <br />
    Before the fit.
  "
ShieldingSourceDisplay.xml,ssd-err-couldnt-make-chi2-fcn,,"
    {1}
    <br />
    Fit not performed (couldnt make Chi2Fcn).
  "
ShieldingSourceDisplay.xml,ssd-error-create-tool,,Error creating Activity/Shielding fit display: {1}
ShieldingSourceDisplay.xml,,, SourceFitModel quantities 
ShieldingSourceDisplay.xml,sfm-tt-header-isotope,,"Nuclides are added or removed according to the photopeaks used for this fit, thus may not be edited in this table"
ShieldingSourceDisplay.xml,sfm-tt-header-activity,,"Activity of the nuclide.  Entering a reasonable starting value may help the fit, or the activity does not have to be fit for.  Values may be entered in formats similar to '12.4 kBq', '1.0mCi', '55.3uCi', '15.82Mbq'"
ShieldingSourceDisplay.xml,sfm-tt-header-age,,"Age of the nuclide.  Values may be entered in format similar to: '23.3s' '2 hl' - (hl stands for half lives), '5.23y', '23:14:21.343', '19min', etc.  Note that nuclides that decay to stable children can not be aged."
ShieldingSourceDisplay.xml,sfm-tt-header-fit-act,,"Should the fit try to find the nuclide activity as well, or assume the entered value is correct?"
ShieldingSourceDisplay.xml,sfm-tt-header-fit-age,,"Should the fit try to find the nuclide age as well, or just assume the entered value is correct?  This option is not available for nuclides which decay to only stable children."
ShieldingSourceDisplay.xml,sfm-tt-header-iso-mass,,This is the mass of the bare nuclide assuming the activity listed.
ShieldingSourceDisplay.xml,sfm-tt-header-act-uncert,,This is the uncertainty in activity from the fit.
ShieldingSourceDisplay.xml,sfm-tt-header-age-uncert,,This is the uncertainty in age from the fit.
ShieldingSourceDisplay.xml,sfm-header-fit-act,,Fit Act.
ShieldingSourceDisplay.xml,sfm-header-fit-age,,Fit Age
ShieldingSourceDisplay.xml,sfm-header-act-uncert,,Act. Uncert.
ShieldingSourceDisplay.xml,sfm-header-age-uncert,,Age Uncert.
ShieldingSourceDisplay.xml,sfm-tt-aging-not-allowed,,Nuclides children are stable so aging is not allowed because it doesn't effect gamma spectrum.
ShieldingSourceDisplay.xml,,, Chi2Graphic 
ShieldingSourceDisplay.xml,x2g-yaxis-title-chi,,(observed-model)/uncert
ShieldingSourceDisplay.xml,x2g-yaxis-title-mult,,Mult. of Model
ShieldingSourceDisplay.xml,x2g-,,"The Y-axis is the peak area counts, minus the expected number of counts from the currently displayed""
    "" source and shielding values, all divided by the statistical uncertainty.  The square of this""
    "" is what is used to optimize the shielding and sources."
ShieldingSourceDisplay.xml,x2g-tt-chi-axis,,"The Y-axis is the peak area counts, minus the expected number of counts from the currently displayed source and shielding values, all divided by the statistical uncertainty.  The square of this is what is used to optimize the shielding and sources."
ShieldingSourceDisplay.xml,x2g-tt-scale-axis,,"The Y-axis is the multiple of observed peak counts, relative to what would be expected from the current source and shielding values."
GammaCountDialog.xml,,," gcd- is short for GammaCountDialog
  "
GammaCountDialog.xml,gcd-summary,,Count the number of gammas in the specified energy range.
GammaCountDialog.xml,gcd-lower-energy-label,,Lower Energy
GammaCountDialog.xml,gcd-upper-energy-label,,Upper Energy
GammaCountDialog.xml,gcd-shift-alt-drag,,Shift-Alt-Drag
GammaCountDialog.xml,gcd-shift-option-drag,,Shift-⌘-Drag
GammaCountDialog.xml,gcd-select-shortcut,,You can also <b>{1}</b> on the chart to select the energy range
GammaCountDialog.xml,gcd-foreground-counts-label,,Foreground Counts:
GammaCountDialog.xml,gcd-secondary-counts-label,,Secondary Counts:
GammaCountDialog.xml,gcd-background-counts-label,,Background Counts:
GammaCountDialog.xml,gcd-tt-n-sigma,,"
    The number of sigma difference is calculated by dividing the
    difference between the foreground and the (scaled) background,
    divided by the uncertainty. The uncertainty is calculated by
    summing the statistical uncertainties of the foreground and background in
    quadrature, then taking the square root
  "
GammaCountDialog.xml,gcd-qr-window-title,,Energy Range Sum State
GammaCountDialog.xml,gcd-qr-window-text,,Current state of energy range sum tool.
GammaCountDialog.xml,gcd-background-scale-note,,Background is being scaled by {1}
GammaCountDialog.xml,gcd-and-secondary-scaled,, and secondary by 
GammaCountDialog.xml,gcd-secondary-scale-note,,Secondary background is being scaled by 
GammaCountDialog.xml,gcd-foreground-above-background,,Foreground is {1} σ below background.
GammaCountDialog.xml,gcd-foreground-below-background,,Foreground is {1} σ above background.
MultimediaDisplay.xml,,, smmd- is short for ShowMultiMediaDisplay 
MultimediaDisplay.xml,smmd-prev-btn,,Prev
MultimediaDisplay.xml,smmd-next-btn,,Next
MultimediaDisplay.xml,smmd-auto-show-images-cb,,Auto show images
MultimediaDisplay.xml,smmd-tt-auto-show-images,,Automatically show images when spectrum files that have them are loaded.
MultimediaDisplay.xml,smmd-tt-export-image-file,,Export the currently showing image to a file.
MultimediaDisplay.xml,smmd-err-no-content,,No multimedia content to display
MultimediaDisplay.xml,smmd-err-file-is-uri,,Data encoded as a file at URI='{1}'
MultimediaDisplay.xml,smmd-err-no-multimedia-src,,Multimedia source did not contain any data.
MultimediaDisplay.xml,smmd-err-encoding-not-supported,,Multimedia content encoding of data is not supported.
MultimediaDisplay.xml,smmd-err-not-image,,"Multimedia content type was either not of an image type, or could not be determined."
MultimediaDisplay.xml,smmd-image-index,,Image {1} of {2}
MultimediaDisplay.xml,smmd-Time,,Time
MultimediaDisplay.xml,smmd-window-title-single,,Image in Spectrum File
MultimediaDisplay.xml,smmd-window-title-multiple,,Images in Spectrum File
MakeFwhmForDrf.xml,,," fpm- is short for FwhmPeaksModel
       mffdw- is short for MakeFwhmForDrfWindow
       mffd- is short for MakeFwhmForDrf
  "
MakeFwhmForDrf.xml,fpm-fwhm-uncert,,FWHM Uncert
MakeFwhmForDrf.xml,fpm-peak-source,,Peak Source
MakeFwhmForDrf.xml,fpm-user,,User
MakeFwhmForDrf.xml,fpm-auto-fit,,Auto-fit
MakeFwhmForDrf.xml,mffdw-use-fwhm-btn,,Use FWHM
MakeFwhmForDrf.xml,mffd-eqn-type-label,,Equation Type:
MakeFwhmForDrf.xml,mffd-num-terms-label,,Number Terms:
MakeFwhmForDrf.xml,mffd-par-vals-label,,Parameter Values:
MakeFwhmForDrf.xml,mffd-err-no-foreground,,There is no data to search for peaks on.
MakeFwhmForDrf.xml,mffd-tt-par,,With uncertainty: {1}
MakeFwhmForDrf.xml,mffd-err-fail-fit,,Failed to fit FWHM equation: {1}
SearchMode3DChart.xml,,, sm3dc- is short for SearchMode3DChart 
SearchMode3DChart.xml,sm3dc-loading,,Loading...
SearchMode3DChart.xml,sm3dc-min-energy,,Min Energy
SearchMode3DChart.xml,sm3dc-max-energy,,Max Energy
SearchMode3DChart.xml,sm3dc-min-time,,Min Time (s)
SearchMode3DChart.xml,sm3dc-max-time,,Max Time (s)
SearchMode3DChart.xml,sm3dc-time-bins,,Time display bins
SearchMode3DChart.xml,sm3dc-tt-time-bins,,"
    The maximum number of time divisions to plot; if your data has more time-samples than
    this in the displayed range, time-samples will be combined together, until it is less than this value.
    <br />
    <br />
    For example, if this value is 60, but your measurement has 208 samples, then each 4
    samples will be summed together for a single bin for the time axis,
    with a total of 52 bins on the time axis.
    <br />
    If the product of the number of time channels, times the number of energy channels
    is too large, performance issues may be encountered.
  "
SearchMode3DChart.xml,sm3dc-energy-bins,,Energy display bins
SearchMode3DChart.xml,sm3dc-tt-energy-bins,,"
    The maximum number of energy divisions to plot; if your data has more energy-channels than
    this in the displayed range, channels will be combined together, until it is less than this value.
    <br />
    <br />
    If the product of the number of time channels, times the number of energy channels
    is too large, performance issues may be encountered.
  "
SearchMode3DChart.xml,sm3dc-time-axis-label,,Time (seconds)
SearchMode3DChart.xml,sm3dc-counts-axis-label,,Counts per Channel
SpecMeasManager.xml,,," This file contains most of the strings for SpecMeasManager.cpp - e.g., File -> ""Manager...""
    smm- is short for Spectrum Measurement Manager
    musd- is short for MultiUrlSpectrumDialog
    uid- is short for UploadedImgDisplay.
  "
SpecMeasManager.xml,smm-window-title,,Spectrum Manager
SpecMeasManager.xml,smm-load-spec-from,,Load spectrum from: 
SpecMeasManager.xml,smm-tt-upload-file,,Import spectrum from file
SpecMeasManager.xml,smm-err-zip,,Error extracting file from zip
SpecMeasManager.xml,smm-zip-sel-file-no-name,,"
    Uploaded file is a ZIP file.
    <br />
    {2}
    Select which file in it you'd like to open.
  "
SpecMeasManager.xml,smm-zip-sel-file,,"
    <b>{1}</b> is a ZIP file.
    <br />
    {2}
    Select which file in it you'd like to open.
  "
SpecMeasManager.xml,smm-zip-window-title,,Uploaded ZIP File Contents
SpecMeasManager.xml,smm-zip-filename-hdr,,Filename
SpecMeasManager.xml,smm-zip-kilobyte-hdr,,kb
SpecMeasManager.xml,smm-zip-display-btn,,Display
SpecMeasManager.xml,smm-empty-file,,File was probably an empty file - not a spectrum file.
SpecMeasManager.xml,smm-failed-reading-nonspec-file,,Failed to read non-spectrum file.
SpecMeasManager.xml,smm-not-spec-file,,Not a spectrum file
SpecMeasManager.xml,smm-icd2,,"This looks to be an N42 ICD2 file that contains analysis results
    rather than raw spectra.
    <br />
    If you believe this to be a legitimate spectrum file, please email it to 
    <a href=""mailto:interspec@sandia.gov"" target=""_blank"">interspec@sandia.gov</a>
    to support this file type.
  "
SpecMeasManager.xml,smm-invalid-zip,,"This file appears to be an invalid ZIP file (or xlsx, pptx, 
    <br />
    docx, odp, jar, apk, etc), sorry I cant open it :(
  "
SpecMeasManager.xml,smm-unsupported-archive,,"This file looks to be an archive file, not supported by InterSpec yet.
    Please contact 
    <a href=""mailto:wcjohns@sandia.gov"" target=""_blank"">wcjohns@sandia.gov</a>
    if you would like support for this archive type added.
  "
SpecMeasManager.xml,smm-unsupported-document,,"This file looks to be a document file, and not supported by InterSpec."
SpecMeasManager.xml,smm-invalid-peak-csv,,"Uploaded file looked like a Peak CSV file, but was invalid."
SpecMeasManager.xml,smm-file-is-drf,,"
    <p style=""white-space: nowrap;"">
      This file looks to be a Detector Response Function.
    </p>
    <p style=""text-align: left; white-space: nowrap;"">
      Name: {1}
    </p>
   <p>Would you like to use this DRF?</p>
  "
SpecMeasManager.xml,smm-saved-drf-conf,,"
    Saved '{1}' for later use, and will be available in the
    ""<em>Rel. Eff.</em>"" portion of the ""<em>Detector Response Function Select</em>"" tool.
  "
SpecMeasManager.xml,smm-err-saving-drf,,Error saving DRF file for later use.
SpecMeasManager.xml,smm-file-is-drf,,This file looks to be a Detector Response Function.
SpecMeasManager.xml,smm-file-is-multi-drf,,This file contains multiple Detector Response Functions.
SpecMeasManager.xml,,, Text for dialog that appears when user drag-n-drop a .CALp file onto InterSpec 
SpecMeasManager.xml,smm-CALp-no-fore,,<p>No currently displayed foreground - skipping CALp file.</p>
SpecMeasManager.xml,smm-CALp-invalid,,"
    <p style=""white-space: nowrap;"">
      The content of this CALp file was
      <br />
      unreadable or incompatible with the data
    </p>
  "
SpecMeasManager.xml,smm-CALp-contains-energy-cal,,"
    <p style=""white-space: nowrap;"">This file looks to contain an energy calibration.</p>
  "
SpecMeasManager.xml,smm-CALp-multi-dets,,<p>There are calibrations for {1} detectors</p>
SpecMeasManager.xml,smm-warn-single-for-multi,,"
    <p style=""text-align: left; white-space: nowrap;"">
    Warning: This CALp file contains a single calibration; it will<br />
    be applied to the primary displayed energy calibration, and<br />
    the relative change will be applied to the other detectors<br />
    energy calibrations, which is probably what you want.
    </p>
  "
SpecMeasManager.xml,smm-warn-multi-for-single,,"
    <p style=""text-align: left; white-space: nowrap;"">
    Warning: This energy calibration may not be consistent<br />
    with the structure of the current data.
    </p>
  "
SpecMeasManager.xml,smm-CALp-cb-disp-samples-only,,Apply only to displayed samples
SpecMeasManager.xml,smm-CALp-cb-apply-to-fore,,Apply to foreground
SpecMeasManager.xml,smm-CALp-cb-apply-to-back,,Apply to background
SpecMeasManager.xml,smm-CALp-cb-apply-to-second,,Apply to secondary
SpecMeasManager.xml,smm-CALp-like-to-use,,"<p style=""white-space: nowrap;"">Would you like to use it?</p>"
SpecMeasManager.xml,smm-CALp-err-applying-single,,"There was an error applying calibration:
    <br />
    {1}
    <br />
    <br />
    Calibration was applied to foreground.
  "
SpecMeasManager.xml,smm-CALp-err-applying-mult,,"There was an error applying calibration:
    <br />
    {1}
    <br />
    <br />
    Calibration was applied to foreground and background.
  "
SpecMeasManager.xml,,, Text for dialog that appears when user drag-n-drops a .ECC file onto InterSpec 
SpecMeasManager.xml,smm-err-load-iso-by-nuc,,Error loading <em>Isotopics by nuclide</em> XML config file: {1}
SpecMeasManager.xml,smm-err-load-xml-iso-by-nuc,,Error parsing config XML: {1}{2}
SpecMeasManager.xml,smm-err-iso-by-nuc-window-title,,Invalid <em>Isotopics by nuclide</em> XML config file.
SpecMeasManager.xml,smm-ecc-curve,,ISOCS Efficiency Calibration Curve DRF
SpecMeasManager.xml,smm-ecc-how-to-interpret,,How to interpret
SpecMeasManager.xml,smm-ecc-far-field,,Far Field DRF
SpecMeasManager.xml,smm-ecc-fix-geom-total-act,,Fixed Geometry - total activity
SpecMeasManager.xml,smm-ecc-fix-geom-act-cm2,,Fixed Geometry - activity per cm2
SpecMeasManager.xml,smm-ecc-fix-geom-act-m2,,Fixed Geometry - activity per m2
SpecMeasManager.xml,smm-ecc-fix-geom-act-gram,,Fixed Geometry - activity per gram
SpecMeasManager.xml,smm-ecc-det-diam,,Detector diam.
SpecMeasManager.xml,smm-ecc-dist,,Distance.
SpecMeasManager.xml,smm-ecc-use-drf,,Use DRF
SpecMeasManager.xml,smm-ecc-error,,Error creating DRF from ECC: {1}
SpecMeasManager.xml,,, Text for dialog when user drag-n-drop the Activity/Shielding fit file onto app 
SpecMeasManager.xml,smm-act-shield-xml,,Activity/Shielding XML
SpecMeasManager.xml,smm-act-shield-use,,Use this Activity/Shielding fit setup?
SpecMeasManager.xml,smm-err-act-shield,,"Sorry, there was an error loading Activity/Shielding Fit model: {1}"
SpecMeasManager.xml,,," Text for dialog when user drag-n-drop a Source.lib file onto app, and the Make Detector Response tool is open "
SpecMeasManager.xml,smm-source-lib-title,,Characterization source library file
SpecMeasManager.xml,smm-source-source-use,,"
    This will use this Source.lib file in the Make Detector Response tool.
    <br />
    Would you like to auto-populate sources with first matching nuclide in library?
  "
SpecMeasManager.xml,,, Other errors 
SpecMeasManager.xml,smm-upload-timeout,,File upload has maybe timed-out - 120 seconds without receiving file data.
SpecMeasManager.xml,smm-finishing-upload,,Finishing upload
SpecMeasManager.xml,smm-finishing-copying,,Finishing copying file
